Case_ID,Attack_Type,Country,Region,Location,Victim_Name,Injury,Fatal,original order,Ages,Dates,Days,Months,Years,Sex_U,Sex_M,Activities,Species_Shark,long_shark
2012.12.19,Unprovoked,Australia,Western Australia,Trigg Beach,Richard Wands,No injury,N,5519.0,32,19-12-2012,19.0,12.0,2012.0,M,M,surfing,Tiger Shark,1.83
2012.12.05,Unprovoked,United States,Hawaii,Kauai,"""Lorrin""",Lacerations to left foot,N,5518.0,60,05-12-2012,5.0,12.0,2012.0,M,M,surfing,Shark,3.05
2012.12.02,Unprovoked,Australia,New South Wales,Green Island,male,Minor puncture wounds to knee,N,5517.0,31,02-12-2012,2.0,12.0,2012.0,M,M,fishing,Sandtiger Shark,Unknown
2012.12.00,Unprovoked,New Zealand,South Island,"Sunday Cove, Fiordland",Jenny Oliver,"No injury, shark grabbed hood",N,5516.0,25,12-12-2020,12.0,12.0,2020.0,F,F,diving,Gill Shark,Unknown
2012.11.30,Unprovoked,United States,Hawaii,"Kihei, Maui",Thomas Floyd Kennedy ,Lacerations to thigh & lower left leg,N,5515.0,61,30-11-2012,30.0,11.0,2012.0,M,M,snorkeling,Tiger Shark,3.05
2012.11.27,Invalid,Australia,Queensland,Mooloolaba,,"Injury to ankle caused  by a stingray, not a shark",N,5514.0,20,27-11-2012,27.0,11.0,2012.0,M,M,unknown,Unknown,Unknown
2012.11.22,Unprovoked,Mexico,Sinaloa,Nuevo Altata,Fernando Cardenas Garcia,FATAL,Y,5513.0,32,22-11-2012,22.0,11.0,2012.0,M,M,swimming,Unknown,2.5
2012.11.19,Unprovoked,United States,Florida,"Melbourne Beach, Brevard County",Kai Rittgers,Minor lacerations to left foot & heel,N,5512.0,14,19-11-2012,19.0,11.0,2012.0,M,M,surfing,Shark,0.61
2012.11.04.b,Unprovoked,United States,Hawaii,"Makena Landing, Maui",Mark Riglos,Right lower leg and foot bitten,N,5511.0,30,04-11-2012,4.0,11.0,2012.0,M,M,diving,Tiger Shark,4.57
2012.11.04.a,Unprovoked,United States,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",male,"No injury, surfboard bitten",N,5510.0,43,04-11-2012,4.0,11.0,2012.0,M,M,surfing,Tiger Shark,2.44
2012.10.30,Unprovoked,United States,California,"Humboldt Bay, Eureka, Humboldt County",Scott Stephens,Multiple lacerations to torso,N,5509.0,25,30-10-2012,30.0,10.0,2012.0,M,M,surfing,White Shark,Unknown
2012.10.27,Unprovoked,United States,Hawaii,"Makena Landing, Maui",Mariko Haugen ,"Puncture wounds to thigh, defense wounds  to hand",N,5508.0,51,27-10-2012,27.0,10.0,2012.0,F,F,swimming,Tiger Shark,3.05
2012.10.23,Unprovoked,United States,California,"Surf Beach, Lompoc, Santa Barbara County",Francisco Javier Solorio Jr,FATAL,Y,5507.0,39,23-10-2012,23.0,10.0,2012.0,M,M,surfing,White Shark,4.57
2012.10.19,Unprovoked,United States,Florida,"Seaport, Brevard County",female,Left calf bitten,N,5506.0,35,19-10-2012,19.0,10.0,2012.0,F,F,unknown,Unknown,Unknown
2012.10.18.b,Unprovoked,United States,Florida,"Ponce Inlet, Volusia County",male,Minor bite to ankle,N,5505.0,24,18-10-2012,18.0,10.0,2012.0,M,M,surfing,Unknown,Unknown
2012.10.18.a,Unprovoked,United States,Hawaii,"Kanaha Beach, Maui",David Peterson,"No injury, board bitten",N,5504.0,55,18-10-2012,18.0,10.0,2012.0,M,M,boarding,Shark,1.83
2012.10.16,Invalid,United States,Florida,Hobe Sound,male,Laceration to toe,N,5503.0,27,16-10-2012,16.0,10.0,2012.0,M,M,unknown,Unknown,Unknown
2012.10.11.R,Unprovoked,Nigeria,Delta,Oboro,Mrs. Torugbene-Ere Aboh,Laceration to right leg,N,5502.0,38,11-10-2012,11.0,10.0,2012.0,F,F,swimming,Unknown,Unknown
2012.10.07,Unprovoked,United States,California,"Davenport Landing, Santa Cruz County",Gunner Proppe,"No ijnury to boardrider, shark struck board breaking the mast",N,5501.0,42,10-10-2012,10.0,10.0,2012.0,M,M,other,Unknown,Unknown
2012.10.02,Unprovoked,Australia,Western Australia,"Mullaloo Beach, Perth",Andrew Gavriliu,"No injury, but swim fin bitten & torn",N,5500.0,11,02-10-2012,2.0,10.0,2012.0,M,M,boarding,Shark,2.0
2012.09.25,Unprovoked,United States,Florida,"Melbourne Beach, Brevard County",Brandon Taylor,Lacerations to left forearm,N,5499.0,21,25-09-2012,25.0,9.0,2012.0,M,M,surfing,Shark,1.52
2012.09.24,Unprovoked,United States,Florida,"Spanish House Beach, Brevard County",Brandon Murray,Left foot bitten,N,5498.0,22,24-09-2012,24.0,9.0,2012.0,M,M,surfing,Shark,1.22
2012.09.16,Unprovoked,United States,Florida," Cocoa Beach, Brevard  County",male,Foot bitten,N,5497.0,52,16-09-2012,16.0,9.0,2012.0,M,M,surfing,Unknown,Unknown
2012.09.10,Unprovoked,Tonga,Vava'u,Eueiki Island,Kylie Maguire,Injuries to thighs & buttocks,N,5496.0,29,10-09-2012,10.0,9.0,2012.0,F,F,swimming,M Bull Shark,3.0
2012.09.09,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",teen,Minor injury to elbow,N,5495.0,19,09-09-2012,9.0,9.0,2012.0,Unknown,M,surfing,Unknown,Unknown
2012.09.08.b,Unprovoked,United States,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Matthew Fowler,Right foot bitten,N,5494.0,25,08-09-2012,8.0,9.0,2012.0,M,M,surfing,Unknown,Unknown
2012.09.08.a,Unprovoked,United States,Florida,"South Beach, Miami-Dade County",male,Lacerations to right calf,N,5493.0,27,08-09-2012,8.0,9.0,2012.0,M,M,swimming,Unknown,Unknown
2012.09.06.b,Unprovoked,United States,Florida,"Neptune Beach, Duval County",James Fyfe,Right calf bitten,N,5492.0,34,06-09-2012,6.0,9.0,2012.0,M,M,surfing,Unknown,Unknown
2012.09.06.a,Unprovoked,United States,Florida,"St. Augustine Beach, St. John's County",Andrew Birchall,Lacerations to foot,N,5491.0,37,06-09-2012,6.0,9.0,2012.0,M,M,surfing,Unknown,Unknown
2012.09.04,Unprovoked,United States,Florida,"Melbourne Beach, Brevard County",male,Puncture wounds to hand,N,5490.0,32,04-09-2012,4.0,9.0,2012.0,M,M,surfing,Unknown,Unknown
2012.09.02.b,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",female,Puncture wounds to calf and hand,N,5489.0,8,02-09-2012,2.0,9.0,2012.0,F,F,boarding,Shark,1.52
2012.09.02.b,Provoked,United States,Hawaii,"Spreckelsville, Maui",M. Malabon,Minor laceration to hand  PROVOKED INCIDENT,N,5488.0,27,02-09-2012,2.0,9.0,2012.0,Unknown,M,fishing,Tiger Shark,3.05
2012.09.02.a,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",female,Puncture wound to left ankle,N,5487.0,56,02-09-2012,2.0,9.0,2012.0,F,F,other,Shark,1.52
2012.08.31,Provoked,Scotland,Inner Hebrides,Off the Isle of Islay,Hamish Currie,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT",N,5486.0,53,31-08-2012,31.0,8.0,2012.0,M,M,fishing,Porbeagle Shark,2.13
2012.08.28,Unprovoked,Australia,Western Australia,Red Bluff near Quobba Station,Jon Hines,Lacerations to torso and arm,N,5485.0,34,28-08-2012,28.0,8.0,2012.0,M,M,surfing,Unknown,Unknown
2012.08.26,Unprovoked,Brazil,Pernambuco,"Coral Cove, Cabo de Santo Agostinho",Tiago JosÃÂÃÂÃÂÃÂ© de Oliveira da Silva ,FATAL,Y,5484.0,18,26-08-2012,26.0,8.0,2012.0,M,M,swimming,Unknown,Unknown
2012.08.15,Unprovoked,United States,Alabama,"Gulf Shores, Baldwin County","male, a tourist from Germany",Lacerations to leg,N,5483.0,31,15-08-2012,15.0,8.0,2012.0,M,M,other,Unknown,Unknown
2012.08.11,Boat,Australia,Western Australia,Ocean Reef,dinghy,"No injury, shark grabbed outboard motor",N,5482.0,27,11-08-2012,11.0,8.0,2012.0,Unknown,M,fishing,Unknown,4.5
2012.08.09,Unprovoked,United States,Florida,Key Largo,"David Lowe, Sr.",Lacerations to little finger of left hand,N,5481.0,56,08-08-2012,8.0,8.0,2012.0,M,M,diving,Lemon Shark,1.22
2012.08.05,Unprovoked,Reunion,Saint Leu,Unknown,Fabien Bujon,Right hand and foot severed,N,5480.0,39,06-08-2012,6.0,8.0,2012.0,M,M,surfing,Bull Shark,Unknown
2012.08.04,Unprovoked,French Polynesia,Tuamotus,Kaukura Atoll,TÃÂÃÂÃÂÃÂ©ophane Tauiratea,Shoulder bitten,N,5479.0,27,04-08-2012,4.0,8.0,2012.0,M,M,fishing,Lemon Shark,2.5
2012.07.31.b,Unprovoked,United States,California,"Topanga Beach, Los Angeles County",Jared Tennison,"No injury, surfer knocked off board when shark struck surfboard",N,5478.0,17,31-07-2012,31.0,7.0,2012.0,M,M,surfing,Unknown,Unknown
2012.07.31.a,Unprovoked,Australia,South Australia,Streaky Bay,John Campion,Lacerations to torso & arm,N,5477.0,48,31-07-2012,31.0,7.0,2012.0,M,M,surfing,White Shark,Unknown
2012.07.30.b,Unprovoked,United States,Hawaii,"MahaÃÂÃÂÃÂÃÂulepu Beach, Kauai",Steve Stotts,Left foot bitten,N,5476.0,44,30-07-2012,30.0,7.0,2012.0,M,M,surfing,Unknown,Unknown
2012.07.30.a,Unprovoked,United States,Massachusetts,"Ballston Beach, Truro, Cape Cod",Chris Myers,Lacerations to both legs below the knees,N,5475.0,50,30-07-2012,30.0,7.0,2012.0,M,M,boarding,Thought To Involve A White Shark,Unknown
2012.07.24,Invalid,United States,North Carolina,"Ocean Isle, Brunswick County",male,Shark involvement unconfirmed,N,5474.0,12,24-07-2012,24.0,7.0,2012.0,M,M,unknown,Unknown,Unknown
2012.07.23,Unprovoked,Reunion,Trois-Bassins,Unknown,Alexandre Rassiga,FATAL,Y,5473.0,22,23-07-2012,23.0,7.0,2012.0,M,M,surfing,Unknown,Unknown
2012.07.21,Invalid,Trinidad  Tobago,Trinidad,"Off Radix Village, Mayoro County",Shaka Galera,Probable drowning with post-mortem bite,Y,5472.0,24,21-07-2012,21.0,7.0,2012.0,M,M,swimming,Unknown,Unknown
2012.07.19,Invalid,Canada,British Colombia,"Tofino, Vancouver",Kaitlin Dakers,"Lacerations to 2 fingers, but shark involvement unconfirmed",N,5471.0,23,19-07-2012,19.0,7.0,2012.0,F,F,surfing,Salmon Shark,Unknown
2012.07.14,Unprovoked,Australia,Western Australia,Off Wedge Island,Ben Linden,FATAL,Y,5470.0,24,14-07-2012,14.0,7.0,2012.0,M,M,surfing,White Shark,5.0
2012.07.08,Unprovoked,United States,North Carolina,"North Topsail Beach, Onslow County",Tracy Fasick,Lacerations to right ankle and calf,N,5469.0,43,08-07-2012,8.0,7.0,2012.0,F,F,swimming,Unknown,Unknown
2012.07.07.c,Unprovoked,Bahamas,Eleuthera,Savannah Sound,Sean Connelly,Lacerations to right leg,N,5468.0,27,07-07-2012,7.0,7.0,2012.0,M,M,fishing,Unknown,Unknown
2012.07.07.b,Invalid,Australia,Victoria,Ship's Graveyard off Point Lonsdale,Karen Lee,Cause of death was drowning & preceded shark involvement,Y,5467.0,42,07-07-2012,7.0,7.0,2012.0,F,F,diving,Unknown,Unknown
2012.07.07.a,Unprovoked,United States,California,"Pleasure Point, Santa Cruz County",M.C.,"No injury, kayak bitten",N,5466.0,52,07-07-2012,7.0,7.0,2012.0,M,M,kayaking,Shark,4.27
2012.07.06,Unprovoked,South Africa,Western Cape Province,"Sandstrand, Jongensfontein",Jacque Mostert,Lacerattions to left thigh & knee,N,5465.0,29,06-07-2012,6.0,7.0,2012.0,M,M,surfing,Shark,4.57
2012.06.28.R,Invalid,Croatia,Unknown,Buccari Bay,,"Leg struck. Initally reported as a shark attack, but involved a swordfish",N,5464.0,60,28-06-2012,28.0,6.0,2012.0,Unknown,M,swimming,Unknown,Unknown
2012.06.26.c,Unprovoked,United States,Florida,"Juno Beach, Palm Beach County",Nickolaus Bieber ,Thigh bitten,N,5463.0,6,26-06-2012,26.0,6.0,2012.0,M,M,swimming,Possibly A Bull Shark,Unknown
2012.06.26.b,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",male,Nip to left foot,N,5462.0,26,26-06-2012,26.0,6.0,2012.0,M,M,surfing,Unknown,Unknown
2012.06.26.a,Unprovoked,United States,Hawaii,"Kahana Beach, Maui",Sage St. Clair,Laceration to left calf,N,5461.0,16,26-06-2012,26.0,6.0,2012.0,F,F,other,A Small Reef Shark,Unknown
2012.06.22.b,Unprovoked,Australia,Tasmania,South Cape Bay,James Barthy,"Knocked off board, shark bit nose off surfboard",N,5460.0,27,22-06-2012,22.0,6.0,2012.0,M,M,surfing,Unknown,Unknown
2012.06.22.a,Unprovoked,United States,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Patrick McInerney,Minor injury,N,5459.0,12,22-06-2012,22.0,6.0,2012.0,M,M,swimming,Unknown,Unknown
2012.06.20,Unprovoked,Australia,Western Australia,"Mullaloo Beach, Perth",Martin Kane,"No injury, ski severely damaged",N,5458.0,62,20-06-2012,20.0,6.0,2012.0,M,M,surfing,Unknown,3.0
2012.06.19,Invalid,United States,South Carolina,"Myrtle Beach, Horry County",Matthew Breen,"Laceration to foot. Injured by a stingray, not a shark",N,5457.0,16,19-06-2012,19.0,6.0,2012.0,M,M,standing/wading,Unknown,Unknown
2012.06.18,Unprovoked,United States,North Carolina,"Ocean Isle, Brunswick County",Brooklyn Daniel,Numerous puncture wounds to leg ,N,5456.0,6,18-06-2012,18.0,6.0,2012.0,F,F,standing/wading,Unknown,Unknown
2012.06.15,Provoked,United States,Florida,"Summerland Key, Monroe County",male,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,N,5455.0,23,15-06-2012,15.0,6.0,2012.0,M,M,fishing,Nurse Shark,Unknown
2012.06.14.d,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",female,Foot & hand bitten,N,5454.0,18,14-06-2012,14.0,6.0,2012.0,F,F,swimming,Small Blacktip Shark,Unknown
2012.06.14.c,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",male,Minor injury,N,5453.0,27,14-06-2012,14.0,6.0,2012.0,M,M,swimming,Unknown,Unknown
2012.06.14.b,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",male,Calf bitten,N,5452.0,27,14-06-2012,14.0,6.0,2012.0,M,M,swimming,Small Blacktip Shark,Unknown
2012.06.14.a,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",Jordon Garosalo,Laceration to right foot,N,5451.0,16,14-06-2012,14.0,6.0,2012.0,M,M,swimming,Blacktip Shark,Unknown
2012.06.12,Unprovoked,Australia,Victoria,Port Campbell,Mike Higgins,Laceration to right foot,N,5450.0,42,12-06-2012,12.0,6.0,2012.0,M,M,surfing,Unknown,1.5
2012.06.10,Provoked,Italy,Sardinia,Muravera,Giorgio Zara,Lower left leg injured PROVOKED ACCIDENT,Unknown,5449.0,57,10-06-2012,10.0,6.0,2012.0,M,M,other,Blue Shark,2.5
2012.06.03,Unprovoked,Australia,New South Wales,"Redhead Beach, Newcastle",Mark Ayre,"No injury, ski bitten",N,5448.0,30,03-06-2012,3.0,6.0,2012.0,M,M,surfing,White Shark,2.0
2012.06.02.b,Unprovoked,United States,Florida,"Bethune Beach, Volusia County",Angelina DelRosso,Laceration to thigh,N,5447.0,12,02-06-2012,2.0,6.0,2012.0,F,F,surfing,Unknown,Unknown
2012.06.02.a,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",Ryan Orellana-Maczynski ,Severe laceration to foot,N,5446.0,25,02-06-2012,2.0,6.0,2012.0,M,M,boarding,Unknown,Unknown
2012.05.31,Unprovoked,United States,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Megan Konkler,Foot bitten,N,5445.0,33,31-05-2012,31.0,5.0,2012.0,F,F,standing/wading,Shark,Unknown
2012.05.29,Unprovoked,Mexico,Guerrero," Boca de la LeÃÂÃÂÃÂÃÂ±a, La UniÃÂÃÂÃÂÃÂ³n",Benigno Medina Navarrete ,Left hand severed,N,5444.0,46,29-05-2012,29.0,5.0,2012.0,M,M,other,Bull Shark,3.0
2012.05.23,Unprovoked,United States,Florida,"Jacksonville, Duval County",Chad Refro,Lacerations to foot,N,5443.0,22,23-05-2012,23.0,5.0,2012.0,M,M,surfing,Shark,1.22
2012.05.20,Unprovoked,United States,Hawaii,"Iroquiois Point, Oahu",Jerry Gallardo,"No injury, teethmarks in kayak",N,5442.0,27,20-05-2012,20.0,5.0,2012.0,M,M,kayaking,Tiger Shark,2.44
2012.05.16,Unprovoked,Fiji,Unknown,Matacucu Reef ,Tevita Naborisi ,Lacerations to head,N,5441.0,20,16-05-2012,16.0,5.0,2012.0,M,M,fishing,Unknown,Unknown
2012.05.12,Unprovoked,United States,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",Joey Nocchi,"No injury, kayaker fell in the water when kayak bitten by a shark",N,5440.0,30,12-05-2012,12.0,5.0,2012.0,M,M,other,White Shark,Unknown
2012.05.09,Unprovoked,United States,Florida,"Vero Beach, Indian River County",Karin Ulrike Stei,Upper left thigh bitten,N,5439.0,47,09-05-2012,9.0,5.0,2012.0,F,F,swimming,Unknown,Unknown
2012.05.06,Unprovoked,United States,California,Off Catalina Island,Rose McKereghan,"No injury, shark bit paddleboard",N,5438.0,15,06-05-2012,6.0,5.0,2012.0,F,F,boarding,White Shark,Unknown
2012.04.19.b,Unprovoked,United States,Florida,"Indialantic, Brevard County",Justin Ellingham,Lacerations to hand,N,5437.0,28,19-04-2012,19.0,4.0,2012.0,M,M,surfing,Shark,1.52
2012.04.19.a,Unprovoked,South Africa,Western Cape Province,Caves near Kogel Bay,David Lilienfeld ,FATAL,Y,5436.0,20,19-04-2012,19.0,4.0,2012.0,M,M,boarding,White Shark,4.0
2012.04.11,Unprovoked,Australia,South Australia,"Dolphin Bay, Innes National Park",Michael Demasi,Minor wound to his thigh when shark bit kayak,N,5435.0,27,11-04-2012,11.0,4.0,2012.0,M,M,kayaking,White Shark,6.0
2012.04.03,Unprovoked,United States,Hawaii,"Leftovers near Chun's Reef, Oahu",Joshua Holley,Lacerations to left foot,N,5434.0,28,03-04-2012,3.0,4.0,2012.0,M,M,surfing,Tiger Shark,3.05
2012.04.00,Unprovoked,United States,Florida,"Sanibel Island, Lee County",Dylan Hapworth,Right shin bitten,N,5433.0,27,13-04-2020,13.0,4.0,2020.0,M,M,unknown,A Small Shark,Unknown
2012.03.31,Unprovoked,Australia,Western Australia,Stratham Beach,Peter Kurmann,FATAL,Y,5432.0,33,31-03-2012,31.0,3.0,2012.0,M,M,diving,White Shark,4.0
2012.03.24,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",Joey Coppola,Minor lacerations to foot,N,5431.0,21,24-03-2012,24.0,3.0,2012.0,M,M,surfing,Unknown,Unknown
2012.03.22,Boat,Australia,Western Australia,Kalbarri,crayfish boat. Occupants: Dave & Mitchell Duperouzel: ,"No injury to occupants. Shark bit propelle, rope & crayfish float",N,5430.0,27,22-03-2012,22.0,3.0,2012.0,Unknown,M,fishing,White Shark,Unknown
2012.03.20,Unprovoked,Australia,Queensland,Nobby's Beach,Billy O'Leary,Lacerations to left calf,N,5429.0,20,20-03-2012,20.0,3.0,2012.0,M,M,surfing,Possibly A Bull Shark,Unknown
2012.03.15,Unprovoked,United States,Florida,"Jensen Beach, Martin County ",Frank Wacha,Left forearm bitten,N,5428.0,61,15-03-2012,15.0,3.0,2012.0,M,M,surfing,Bull Shark,1.52
2012.03.14.b,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",Sydney Levy,Bitten on ankle,N,5427.0,15,14-03-2012,14.0,3.0,2012.0,F,F,surfing,Shark,1.22
2012.03.14.a,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",Nick Romano,Bitten on calf,N,5426.0,17,14-03-2012,14.0,3.0,2012.0,M,M,surfing,Shark,1.22
2012.03.06.b,Unprovoked,New Zealand,North Island,"Opunake, Taranake",Peter Garrett,Lacerations to left calf,N,5425.0,27,06-03-2012,6.0,3.0,2012.0,M,M,surfing,Unknown,Unknown
2012.03.06.a,Provoked,Australia,Victoria,"Shipwreck Cove, Melbourne Aquarium",female,Superficial lacerations to right side of face PROVOKED ACCIDENT,N,5424.0,34,06-03-2012,6.0,3.0,2012.0,F,F,other,Tawny Nurse Shark,Unknown
2012.03.05,Unprovoked,Reunion,Saint-Benoit,Port de laÃÂÃÂÃÂÃÂ Marine,Gerard Itema,"No injury, board bitten",N,5423.0,31,05-03-2012,5.0,3.0,2012.0,M,M,boarding,Unknown,Unknown
2012.03.04,Unprovoked,United States,Florida,"Playalinda Beach, Brevard County",Justin Worral,Lacerations to left calf,N,5422.0,19,04-03-2012,4.0,3.0,2012.0,M,M,boarding,Shark,1.22
2012.03.03,Invalid,Saudi Arabia,Tabuk Province,Off Duba,Jan Lisewski,Harassed by sharks but not injured by them,N,5421.0,42,03-03-2012,3.0,3.0,2012.0,M,M,other,Unknown,Unknown
2012.03.01,Provoked,Chile,Antofagasta Province,Antofagasta,Paye LeÃÂÃÂÃÂÃÂ³n SalomÃÂÃÂÃÂÃÂ³n,Hand injured PROVOKED INCIDENT,N,5420.0,27,01-03-2012,1.0,3.0,2012.0,M,M,fishing,Unknown,Unknown
2012.02.26,Provoked,United States,Florida,"Palm Beach Inlet, Palm Beach County",Jason Lasser,Laceration to right foot when he struck a shark PROVOKED INCIDENT,N,5419.0,27,26-02-2012,26.0,2.0,2012.0,M,M,boarding,Spinner Shark,Unknown
2012.02.25,Unprovoked,Australia,New South Wales,Broughton Island,male,Laceration to left foot,N,5418.0,27,25-02-2012,25.0,2.0,2012.0,M,M,fishing,Grey Nurse Shark,Unknown
2012.02.20,Boat,South Africa,Western Cape Province,Strandfontein,8m inflatable boat. Occupants: Bhad Battle & Kevin Overmeyer,"No injury to occupants, boat damaged",N,5417.0,27,20-02-2012,20.0,2.0,2012.0,Unknown,M,fishing,White Shark,7.0
2012.02.06,Unprovoked,Australia,Queensland,Wurtulla,Nick Ferguson,"No injury, but fin lost from surfboard",N,5416.0,29,06-02-2012,6.0,2.0,2012.0,M,M,surfing,Unknown,Unknown
2012.01.27,Unprovoked,United States,Hawaii,Lanai,J. Graden,"No injury, shark bit swim fin",N,5415.0,27,27-01-2012,27.0,1.0,2012.0,Unknown,M,snorkeling,Shark,1.83
2012.01.19,Unprovoked,Australia,Western Australia,Coral Bay,David Pickering,Lacerations to right forearm,N,5414.0,26,19-01-2012,19.0,1.0,2012.0,M,M,snorkeling,Tiger Shark,3.0
2012.01.22.R,Unprovoked,Bahamas,Unknown,Cat Island,Russell Easton,"No injury, shark grabbed his camera",N,5413.0,27,22-01-2012,22.0,1.0,2012.0,M,M,other,Tiger Shark,Unknown
2012.01.18.b,Provoked,Taiwan,Taitung ,Taimali,male,Bitten on left thigh     PROVOKED ACCIDENT,N,5412.0,24,18-01-2012,18.0,1.0,2012.0,M,M,fishing,Blue Shark,Unknown
2012.01.18.a,Unprovoked,Australia,New South Wales,Redhead Beach,Glen Folkard,Lacerations to thigh,N,5411.0,44,18-01-2012,18.0,1.0,2012.0,M,M,surfing,White Shark,2.7
2012.01.15,Unprovoked,South Africa,Eastern Cape Province,"Second Beach, Port St. Johns",Lungisani Msungubana,FATAL,Y,5410.0,25,15-01-2012,15.0,1.0,2012.0,M,M,swimming,Thought To Involve A Bull Shark,Unknown
2012.01.13,Unprovoked,United States,Oregon,"Lincoln City, Lincoln County",Steve Harnack,"No injury, surfboard damaged",N,5409.0,53,13-01-2012,13.0,1.0,2012.0,M,M,surfing,White Shark,Unknown
2012.01.03,Unprovoked,Australia,New South Wales,North Avoca Beach,Mike Wells,Right forearm and wrist injured,N,5408.0,28,03-01-2012,3.0,1.0,2012.0,M,M,surfing,Unknown,2.0
2012.01.02,Unprovoked,Australia,Queensland,Duranbah,Hugo Silva,"No injury, punctures to swim fin",N,5407.0,34,02-01-2012,2.0,1.0,2012.0,M,M,fishing,M Tiger Shark,4.0
2011.12.31,Unprovoked,United States,Florida,"Jupiter, Palm Beach County",male,Hand injured,N,5406.0,27,31-12-2011,31.0,12.0,2011.0,M,M,unknown,Unknown,Unknown
